,time,Nederbördsmängd
1806,2020-04-01:08,0.0
1807,2020-04-01:09,0.0
1808,2020-04-01:10,0.0
1809,2020-04-01:11,0.0
1810,2020-04-01:12,0.0
1811,2020-04-01:13,0.0
1812,2020-04-01:14,0.0
1813,2020-04-01:15,0.0
1814,2020-04-01:16,0.0
1815,2020-04-01:17,0.0
1816,2020-04-01:18,0.0
1817,2020-04-01:19,0.0
1818,2020-04-01:20,0.0
1819,2020-04-01:21,0.0
1820,2020-04-01:22,0.0
1821,2020-04-01:23,0.0
1822,2020-04-02:00,0.0
1823,2020-04-02:01,0.0
1824,2020-04-02:02,0.0
1825,2020-04-02:03,0.0
1826,2020-04-02:04,0.0
1827,2020-04-02:05,0.0
1828,2020-04-02:06,0.0
1829,2020-04-02:07,0.0
1830,2020-04-02:08,0.0
1831,2020-04-02:09,0.0
1832,2020-04-02:10,0.0
1833,2020-04-02:11,0.0
1834,2020-04-02:12,0.0
1835,2020-04-02:13,0.0
1836,2020-04-02:14,0.0
1837,2020-04-02:15,0.0
1838,2020-04-02:16,0.0
1839,2020-04-02:17,0.0
1840,2020-04-02:18,0.0
1841,2020-04-02:19,0.6
1842,2020-04-02:20,0.2
1843,2020-04-02:21,0.0
1844,2020-04-02:22,0.0
1845,2020-04-02:23,0.0
1846,2020-04-03:00,0.0
1847,2020-04-03:01,0.0
1848,2020-04-03:02,0.0
1849,2020-04-03:03,0.0
1850,2020-04-03:04,0.0
1851,2020-04-03:05,0.0
1852,2020-04-03:06,0.0
1853,2020-04-03:07,0.0
1854,2020-04-03:08,0.0
1855,2020-04-03:09,0.0
1856,2020-04-03:10,0.0
1857,2020-04-03:11,0.0
1858,2020-04-03:12,0.0
1859,2020-04-03:13,0.0
1860,2020-04-03:14,0.0
1861,2020-04-03:15,0.0
1862,2020-04-03:16,0.0
1863,2020-04-03:17,0.0
1864,2020-04-03:18,0.0
1865,2020-04-03:19,0.0
1866,2020-04-03:20,0.0
1867,2020-04-03:21,0.0
1868,2020-04-03:22,0.0
1869,2020-04-03:23,0.0
1870,2020-04-04:00,0.0
1871,2020-04-04:01,0.0
1872,2020-04-04:02,0.0
1873,2020-04-04:03,0.0
1874,2020-04-04:04,0.0
1875,2020-04-04:05,0.0
1876,2020-04-04:06,0.0
1877,2020-04-04:07,0.0
1878,2020-04-04:08,0.0
1879,2020-04-04:09,0.0
1880,2020-04-04:10,0.0
1881,2020-04-04:11,0.0
1882,2020-04-04:12,0.0
1883,2020-04-04:13,0.0
1884,2020-04-04:14,0.0
1885,2020-04-04:15,0.0
1886,2020-04-04:16,0.0
1887,2020-04-04:17,0.0
1888,2020-04-04:18,0.0
1889,2020-04-04:19,0.0
1890,2020-04-04:20,0.0
1891,2020-04-04:21,0.0
1892,2020-04-04:22,0.0
1893,2020-04-04:23,0.0
1894,2020-04-05:00,0.0
1895,2020-04-05:01,0.0
1896,2020-04-05:02,0.0
1897,2020-04-05:03,0.0
1898,2020-04-05:04,0.0
1899,2020-04-05:05,0.0
1900,2020-04-05:06,0.0
1901,2020-04-05:07,0.0
1902,2020-04-05:08,0.0
1903,2020-04-05:09,0.0
1904,2020-04-05:10,0.0
1905,2020-04-05:11,0.0
1906,2020-04-05:12,0.0
1907,2020-04-05:13,0.0
1908,2020-04-05:14,0.0
1909,2020-04-05:15,0.0
1910,2020-04-05:16,0.0
1911,2020-04-05:17,0.0
1912,2020-04-05:18,0.0
1913,2020-04-05:19,0.0
1914,2020-04-05:20,0.0
1915,2020-04-05:21,0.0
1916,2020-04-05:22,0.0
1917,2020-04-05:23,0.0
1918,2020-04-06:00,0.0
1919,2020-04-06:01,0.0
1920,2020-04-06:02,0.0
1921,2020-04-06:03,0.0
1922,2020-04-06:04,0.0
1923,2020-04-06:05,0.0
1924,2020-04-06:06,0.0
1925,2020-04-06:07,0.0
1926,2020-04-06:08,0.0
1927,2020-04-06:09,0.0
1928,2020-04-06:10,0.0
1929,2020-04-06:11,0.0
1930,2020-04-06:12,0.0
1931,2020-04-06:13,0.0
1932,2020-04-06:14,0.0
1933,2020-04-06:15,0.0
1934,2020-04-06:16,0.0
1935,2020-04-06:17,0.0
1936,2020-04-06:18,0.0
1937,2020-04-06:19,0.0
1938,2020-04-06:20,0.0
1939,2020-04-06:21,0.0
1940,2020-04-06:22,0.0
1941,2020-04-06:23,0.0
1942,2020-04-07:00,0.0
1943,2020-04-07:01,0.0
1944,2020-04-07:02,0.0
1945,2020-04-07:03,0.0
1946,2020-04-07:04,0.0
1947,2020-04-07:05,0.0
1948,2020-04-07:06,0.0
1949,2020-04-07:07,0.0
1950,2020-04-07:08,0.0
1951,2020-04-07:09,0.0
1952,2020-04-07:10,0.0
1953,2020-04-07:11,0.0
1954,2020-04-07:12,0.0
1955,2020-04-07:13,0.0
1956,2020-04-07:14,0.0
1957,2020-04-07:15,0.0
1958,2020-04-07:16,0.0
1959,2020-04-07:17,0.0
1960,2020-04-07:18,0.0
1961,2020-04-07:19,0.0
1962,2020-04-07:20,0.0
1963,2020-04-07:21,0.0
1964,2020-04-07:22,0.0
1965,2020-04-07:23,0.0
1966,2020-04-08:00,0.0
1967,2020-04-08:01,0.0
1968,2020-04-08:02,0.0
1969,2020-04-08:03,0.0
1970,2020-04-08:04,0.0
1971,2020-04-08:05,0.0
1972,2020-04-08:06,0.0
1973,2020-04-08:07,0.0
1974,2020-04-08:08,0.0
1975,2020-04-08:09,0.0
1976,2020-04-08:10,0.0
1977,2020-04-08:11,0.0
1978,2020-04-08:12,0.0
1979,2020-04-08:13,0.0
1980,2020-04-08:14,0.0
1981,2020-04-08:15,0.0
1982,2020-04-08:16,0.0
1983,2020-04-08:17,0.0
1984,2020-04-08:18,0.0
1985,2020-04-08:19,0.0
1986,2020-04-08:20,0.0
1987,2020-04-08:21,0.0
1988,2020-04-08:22,0.0
1989,2020-04-08:23,0.0
1990,2020-04-09:00,0.0
1991,2020-04-09:01,0.0
1992,2020-04-09:02,0.0
1993,2020-04-09:03,0.0
1994,2020-04-09:04,0.0
1995,2020-04-09:05,0.0
1996,2020-04-09:06,0.0
1997,2020-04-09:07,0.0
1998,2020-04-09:08,0.0
1999,2020-04-09:09,0.0
2000,2020-04-09:10,0.0
2001,2020-04-09:11,0.0
2002,2020-04-09:12,0.0
2003,2020-04-09:13,0.0
2004,2020-04-09:14,0.0
2005,2020-04-09:15,0.0
2006,2020-04-09:16,0.0
2007,2020-04-09:17,0.0
2008,2020-04-09:18,0.0
2009,2020-04-09:19,0.0
2010,2020-04-09:20,0.0
2011,2020-04-09:21,0.0
2012,2020-04-09:22,0.0
2013,2020-04-09:23,0.0
2014,2020-04-10:00,0.0
2015,2020-04-10:01,0.0
2016,2020-04-10:02,0.0
2017,2020-04-10:03,0.0
2018,2020-04-10:04,0.0
2019,2020-04-10:05,0.0
2020,2020-04-10:06,0.0
2021,2020-04-10:07,0.0
2022,2020-04-10:08,0.0
2023,2020-04-10:09,0.0
2024,2020-04-10:10,0.0
2025,2020-04-10:11,0.0
2026,2020-04-10:12,0.0
2027,2020-04-10:13,0.0
2028,2020-04-10:14,0.0
2029,2020-04-10:15,0.0
2030,2020-04-10:16,0.0
2031,2020-04-10:17,0.0
2032,2020-04-10:18,0.0
2033,2020-04-10:19,0.0
2034,2020-04-10:20,0.0
2035,2020-04-10:21,0.0
2036,2020-04-10:22,0.0
2037,2020-04-10:23,0.0
2038,2020-04-11:00,0.0
2039,2020-04-11:01,0.0
2040,2020-04-11:02,0.0
2041,2020-04-11:03,0.0
2042,2020-04-11:04,0.0
2043,2020-04-11:05,0.0
2044,2020-04-11:06,0.0
2045,2020-04-11:07,0.0
2046,2020-04-11:08,0.0
2047,2020-04-11:09,0.0
2048,2020-04-11:10,0.0
2049,2020-04-11:11,0.0
2050,2020-04-11:12,0.0
2051,2020-04-11:13,0.0
2052,2020-04-11:14,0.0
2053,2020-04-11:15,0.0
2054,2020-04-11:16,0.0
2055,2020-04-11:17,0.0
2056,2020-04-11:18,0.0
2057,2020-04-11:19,0.0
2058,2020-04-11:20,0.0
2059,2020-04-11:21,0.0
2060,2020-04-11:22,0.0
2061,2020-04-11:23,0.0
2062,2020-04-12:00,0.0
2063,2020-04-12:01,0.1
2064,2020-04-12:02,0.5
2065,2020-04-12:03,0.4
2066,2020-04-12:04,0.2
2067,2020-04-12:05,0.2
2068,2020-04-12:06,0.0
2069,2020-04-12:07,0.0
2070,2020-04-12:08,0.0
2071,2020-04-12:09,0.0
2072,2020-04-12:10,0.0
2073,2020-04-12:11,0.0
2074,2020-04-12:12,0.0
2075,2020-04-12:13,0.0
2076,2020-04-12:14,0.0
2077,2020-04-12:15,0.0
2078,2020-04-12:16,0.0
2079,2020-04-12:17,0.0
2080,2020-04-12:18,0.0
2081,2020-04-12:19,0.0
2082,2020-04-12:20,0.0
2083,2020-04-12:21,0.0
2084,2020-04-12:22,0.0
2085,2020-04-12:23,0.0
2086,2020-04-13:00,0.0
2087,2020-04-13:01,0.0
2088,2020-04-13:02,0.0
2089,2020-04-13:03,0.0
2090,2020-04-13:04,0.0
2091,2020-04-13:05,0.0
2092,2020-04-13:06,0.0
2093,2020-04-13:07,0.0
2094,2020-04-13:08,0.0
2095,2020-04-13:09,0.0
2096,2020-04-13:10,0.0
2097,2020-04-13:11,0.0
2098,2020-04-13:12,0.0
2099,2020-04-13:13,0.0
2100,2020-04-13:14,0.0
2101,2020-04-13:15,0.1
2102,2020-04-13:16,0.0
2103,2020-04-13:17,0.0
2104,2020-04-13:18,0.0
2105,2020-04-13:19,0.0
2106,2020-04-13:20,0.0
2107,2020-04-13:21,0.0
2108,2020-04-13:22,0.0
2109,2020-04-13:23,0.0
2110,2020-04-14:00,0.0
2111,2020-04-14:01,0.0
2112,2020-04-14:02,0.0
2113,2020-04-14:03,0.0
2114,2020-04-14:04,0.0
2115,2020-04-14:05,0.0
2116,2020-04-14:06,0.0
2117,2020-04-14:07,0.0
2118,2020-04-14:08,0.0
2119,2020-04-14:09,0.0
2120,2020-04-14:10,0.0
2121,2020-04-14:11,0.0
2122,2020-04-14:12,0.0
2123,2020-04-14:13,0.0
2124,2020-04-14:14,0.0
2125,2020-04-14:15,0.0
2126,2020-04-14:16,0.0
2127,2020-04-14:17,0.0
2128,2020-04-14:18,0.0
2129,2020-04-14:19,0.0
2130,2020-04-14:20,0.0
2131,2020-04-14:21,0.0
2132,2020-04-14:22,0.0
2133,2020-04-14:23,0.0
2134,2020-04-15:00,0.0
2135,2020-04-15:01,0.0
2136,2020-04-15:02,0.0
2137,2020-04-15:03,0.0
2138,2020-04-15:04,0.0
2139,2020-04-15:05,0.0
2140,2020-04-15:06,0.0
2141,2020-04-15:07,0.0
2142,2020-04-15:08,0.0
2143,2020-04-15:09,0.0
2144,2020-04-15:10,0.0
2145,2020-04-15:11,0.0
2146,2020-04-15:12,0.0
2147,2020-04-15:13,0.0
2148,2020-04-15:14,0.0
2149,2020-04-15:15,0.0
2150,2020-04-15:16,0.0
2151,2020-04-15:17,0.0
2152,2020-04-15:18,0.0
2153,2020-04-15:19,0.0
2154,2020-04-15:20,0.0
2155,2020-04-15:21,0.0
2156,2020-04-15:22,0.0
2157,2020-04-15:23,0.0
2158,2020-04-16:00,0.0
2159,2020-04-16:01,0.0
2160,2020-04-16:02,0.0
2161,2020-04-16:03,0.0
2162,2020-04-16:04,0.0
2163,2020-04-16:05,0.0
2164,2020-04-16:06,0.0
2165,2020-04-16:07,0.0
2166,2020-04-16:08,0.0
2167,2020-04-16:09,0.0
2168,2020-04-16:10,0.0
2169,2020-04-16:11,0.0
2170,2020-04-16:12,0.0
2171,2020-04-16:13,0.0
2172,2020-04-16:14,0.0
2173,2020-04-16:15,0.0
2174,2020-04-16:16,0.0
2175,2020-04-16:17,0.0
2176,2020-04-16:18,0.0
2177,2020-04-16:19,0.0
2178,2020-04-16:20,0.0
2179,2020-04-16:21,0.0
2180,2020-04-16:22,0.0
2181,2020-04-16:23,0.0
2182,2020-04-17:00,0.0
2183,2020-04-17:01,0.0
2184,2020-04-17:02,0.0
2185,2020-04-17:03,0.0
2186,2020-04-17:04,0.0
2187,2020-04-17:05,0.0
2188,2020-04-17:06,0.0
2189,2020-04-17:07,0.0
2190,2020-04-17:08,0.0
2191,2020-04-17:09,0.0
2192,2020-04-17:10,0.0
2193,2020-04-17:11,0.0
2194,2020-04-17:12,0.0
2195,2020-04-17:13,0.0
2196,2020-04-17:14,0.0
2197,2020-04-17:15,0.0
2198,2020-04-17:16,0.0
2199,2020-04-17:17,0.0
2200,2020-04-17:18,0.0
2201,2020-04-17:19,0.0
2202,2020-04-17:20,0.0
2203,2020-04-17:21,0.0
2204,2020-04-17:22,0.0
2205,2020-04-17:23,0.0
2206,2020-04-18:00,0.0
2207,2020-04-18:01,0.0
2208,2020-04-18:02,0.0
2209,2020-04-18:03,0.0
2210,2020-04-18:04,0.0
2211,2020-04-18:05,0.0
2212,2020-04-18:06,0.0
2213,2020-04-18:07,0.0
2214,2020-04-18:08,0.0
2215,2020-04-18:09,0.0
2216,2020-04-18:10,0.0
2217,2020-04-18:11,0.0
2218,2020-04-18:12,0.0
2219,2020-04-18:13,0.0
2220,2020-04-18:14,0.0
2221,2020-04-18:15,0.0
2222,2020-04-18:16,0.0
2223,2020-04-18:17,0.0
2224,2020-04-18:18,0.0
2225,2020-04-18:19,0.0
2226,2020-04-18:20,0.0
2227,2020-04-18:21,0.0
2228,2020-04-18:22,0.0
2229,2020-04-18:23,0.0
2230,2020-04-19:00,0.0
2231,2020-04-19:01,0.0
2232,2020-04-19:02,0.0
2233,2020-04-19:03,0.0
2234,2020-04-19:04,0.0
2235,2020-04-19:05,0.0
2236,2020-04-19:06,0.0
2237,2020-04-19:07,0.0
2238,2020-04-19:08,0.0
2239,2020-04-19:09,0.0
2240,2020-04-19:10,0.0
2241,2020-04-19:11,0.0
2242,2020-04-19:12,0.0
2243,2020-04-19:13,0.0
2244,2020-04-19:14,0.0
2245,2020-04-19:15,0.0
2246,2020-04-19:16,0.0
2247,2020-04-19:17,0.0
2248,2020-04-19:18,0.0
2249,2020-04-19:19,0.0
2250,2020-04-19:20,0.0
2251,2020-04-19:21,0.0
2252,2020-04-19:22,0.0
2253,2020-04-19:23,0.0
2254,2020-04-20:00,0.0
2255,2020-04-20:01,0.0
2256,2020-04-20:02,0.0
2257,2020-04-20:03,0.0
2258,2020-04-20:04,0.0
2259,2020-04-20:05,0.0
2260,2020-04-20:06,0.0
2261,2020-04-20:07,0.0
2262,2020-04-20:08,0.0
2263,2020-04-20:09,0.0
2264,2020-04-20:10,0.0
2265,2020-04-20:11,0.0
2266,2020-04-20:12,0.0
2267,2020-04-20:13,0.0
2268,2020-04-20:14,0.0
2269,2020-04-20:15,0.0
2270,2020-04-20:16,0.0
2271,2020-04-20:17,0.0
2272,2020-04-20:18,0.0
2273,2020-04-20:19,0.0
2274,2020-04-20:20,0.0
2275,2020-04-20:21,0.0
2276,2020-04-20:22,0.0
2277,2020-04-20:23,0.0
2278,2020-04-21:00,0.0
2279,2020-04-21:01,0.0
2280,2020-04-21:02,0.0
2281,2020-04-21:03,0.0
2282,2020-04-21:04,0.0
2283,2020-04-21:05,0.0
2284,2020-04-21:06,0.0
2285,2020-04-21:07,0.0
2286,2020-04-21:08,0.0
2287,2020-04-21:09,0.0
2288,2020-04-21:10,0.0
2289,2020-04-21:11,0.0
2290,2020-04-21:12,0.0
2291,2020-04-21:13,0.0
2292,2020-04-21:14,0.0
2293,2020-04-21:15,0.0
2294,2020-04-21:16,0.0
2295,2020-04-21:17,0.0
2296,2020-04-21:18,0.0
2297,2020-04-21:19,0.0
2298,2020-04-21:20,0.0
2299,2020-04-21:21,0.0
2300,2020-04-21:22,0.0
2301,2020-04-21:23,0.0
2302,2020-04-22:00,0.0
2303,2020-04-22:01,0.0
2304,2020-04-22:02,0.0
2305,2020-04-22:03,0.0
2306,2020-04-22:04,0.0
2307,2020-04-22:05,0.0
2308,2020-04-22:06,0.0
2309,2020-04-22:07,0.0
2310,2020-04-22:08,0.0
2311,2020-04-22:09,0.0
2312,2020-04-22:10,0.0
2313,2020-04-22:11,0.0
2314,2020-04-22:12,0.0
2315,2020-04-22:13,0.0
2316,2020-04-22:14,0.0
2317,2020-04-22:15,0.0
2318,2020-04-22:16,0.0
2319,2020-04-22:17,0.0
2320,2020-04-22:18,0.0
2321,2020-04-22:19,0.0
2322,2020-04-22:20,0.0
2323,2020-04-22:21,0.0
2324,2020-04-22:22,0.0
2325,2020-04-22:23,0.0
2326,2020-04-23:00,0.0
2327,2020-04-23:01,0.0
2328,2020-04-23:02,0.0
2329,2020-04-23:03,0.0
2330,2020-04-23:04,0.0
2331,2020-04-23:05,0.0
2332,2020-04-23:06,0.0
2333,2020-04-23:07,0.0
2334,2020-04-23:08,0.0
2335,2020-04-23:09,0.0
2336,2020-04-23:10,0.0
2337,2020-04-23:11,0.0
2338,2020-04-23:12,0.0
2339,2020-04-23:13,0.0
2340,2020-04-23:14,0.0
2341,2020-04-23:15,0.0
2342,2020-04-23:16,0.0
2343,2020-04-23:17,0.0
2344,2020-04-23:18,0.0
2345,2020-04-23:19,0.0
2346,2020-04-23:20,0.0
2347,2020-04-23:21,0.0
2348,2020-04-23:22,0.0
2349,2020-04-23:23,0.0
2350,2020-04-24:00,0.0
2351,2020-04-24:01,0.0
2352,2020-04-24:02,0.0
2353,2020-04-24:03,0.0
2354,2020-04-24:04,0.0
2355,2020-04-24:05,0.0
2356,2020-04-24:06,0.0
2357,2020-04-24:07,0.0
2358,2020-04-24:08,0.0
2359,2020-04-24:09,0.0
2360,2020-04-24:10,0.0
2361,2020-04-24:11,0.0
2362,2020-04-24:12,0.0
2363,2020-04-24:13,0.0
2364,2020-04-24:14,0.0
2365,2020-04-24:15,0.0
2366,2020-04-24:16,0.0
2367,2020-04-24:17,0.0
2368,2020-04-24:18,0.1
2369,2020-04-24:19,0.0
2370,2020-04-24:20,0.0
2371,2020-04-24:21,0.2
2372,2020-04-24:22,0.0
2373,2020-04-24:23,0.0
2374,2020-04-25:00,0.0
2375,2020-04-25:01,0.0
2376,2020-04-25:02,0.0
2377,2020-04-25:03,0.0
2378,2020-04-25:04,0.0
2379,2020-04-25:05,0.0
2380,2020-04-25:06,0.0
2381,2020-04-25:07,0.0
2382,2020-04-25:08,0.0
2383,2020-04-25:09,0.0
2384,2020-04-25:10,0.0
2385,2020-04-25:11,0.4
2386,2020-04-25:12,0.0
2387,2020-04-25:13,0.0
2388,2020-04-25:14,0.0
2389,2020-04-25:15,0.0
2390,2020-04-25:16,0.0
2391,2020-04-25:17,0.0
2392,2020-04-25:18,0.0
2393,2020-04-25:19,0.0
2394,2020-04-25:20,0.0
2395,2020-04-25:21,0.0
2396,2020-04-25:22,0.0
2397,2020-04-25:23,0.0
2398,2020-04-26:00,0.0
2399,2020-04-26:01,0.0
2400,2020-04-26:02,0.0
2401,2020-04-26:03,0.0
2402,2020-04-26:04,0.0
2403,2020-04-26:05,0.0
2404,2020-04-26:06,0.0
2405,2020-04-26:07,0.0
2406,2020-04-26:08,0.0
2407,2020-04-26:09,0.0
2408,2020-04-26:10,0.0
2409,2020-04-26:11,0.0
2410,2020-04-26:12,0.0
2411,2020-04-26:13,0.0
2412,2020-04-26:14,0.0
2413,2020-04-26:15,0.0
2414,2020-04-26:16,0.0
2415,2020-04-26:17,0.0
2416,2020-04-26:18,0.0
2417,2020-04-26:19,0.0
2418,2020-04-26:20,0.0
2419,2020-04-26:21,0.0
2420,2020-04-26:22,0.0
2421,2020-04-26:23,0.0
2422,2020-04-27:00,0.0
2423,2020-04-27:01,0.0
2424,2020-04-27:02,0.0
2425,2020-04-27:03,0.0
2426,2020-04-27:04,0.0
2427,2020-04-27:05,0.0
2428,2020-04-27:06,0.0
2429,2020-04-27:07,0.0
2430,2020-04-27:08,0.0
2431,2020-04-27:09,0.0
2432,2020-04-27:10,0.0
2433,2020-04-27:11,0.0
2434,2020-04-27:12,0.0
2435,2020-04-27:13,0.0
2436,2020-04-27:14,0.0
2437,2020-04-27:15,0.0
2438,2020-04-27:16,0.0
2439,2020-04-27:17,0.0
2440,2020-04-27:18,0.0
2441,2020-04-27:19,0.0
2442,2020-04-27:20,0.0
2443,2020-04-27:21,0.0
2444,2020-04-27:22,0.1
2445,2020-04-27:23,0.0
2446,2020-04-28:00,0.0
2447,2020-04-28:01,0.0
2448,2020-04-28:02,0.2
2449,2020-04-28:03,0.1
2450,2020-04-28:04,0.5
2451,2020-04-28:05,0.0
2452,2020-04-28:06,0.0
2453,2020-04-28:07,0.0
2454,2020-04-28:08,0.1
2455,2020-04-28:09,0.3
2456,2020-04-28:10,0.0
2457,2020-04-28:11,0.0
2458,2020-04-28:12,0.0
2459,2020-04-28:13,0.1
2460,2020-04-28:14,0.0
2461,2020-04-28:15,0.0
2462,2020-04-28:16,0.0
2463,2020-04-28:17,0.0
2464,2020-04-28:18,0.0
2465,2020-04-28:19,0.6
2466,2020-04-28:20,0.0
2467,2020-04-28:21,0.0
2468,2020-04-28:22,0.0
2469,2020-04-28:23,0.0
2470,2020-04-29:00,0.0
2471,2020-04-29:01,0.0
2472,2020-04-29:02,0.0
2473,2020-04-29:03,0.0
2474,2020-04-29:04,0.0
2475,2020-04-29:05,0.0
2476,2020-04-29:06,0.0
2477,2020-04-29:07,0.0
2478,2020-04-29:08,0.0
2479,2020-04-29:09,0.0
2480,2020-04-29:10,0.0
2481,2020-04-29:11,0.0
2482,2020-04-29:12,0.0
2483,2020-04-29:13,0.0
2484,2020-04-29:14,0.0
2485,2020-04-29:15,0.0
2486,2020-04-29:16,0.0
2487,2020-04-29:17,0.0
2488,2020-04-29:18,0.0
2489,2020-04-29:19,0.0
2490,2020-04-29:20,0.0
2491,2020-04-29:21,0.0
2492,2020-04-29:22,0.0
2493,2020-04-29:23,0.0
2494,2020-04-30:00,0.0
2495,2020-04-30:01,0.0
2496,2020-04-30:02,0.0
2497,2020-04-30:03,0.0
2498,2020-04-30:04,0.0
2499,2020-04-30:05,0.0
2500,2020-04-30:06,0.0
2501,2020-04-30:07,0.0
2502,2020-04-30:08,0.0
2503,2020-04-30:09,0.1
2504,2020-04-30:10,0.0
2505,2020-04-30:11,0.0
2506,2020-04-30:12,0.0
2507,2020-04-30:13,0.0
2508,2020-04-30:14,0.0
2509,2020-04-30:15,0.0
2510,2020-04-30:16,0.0
2511,2020-04-30:17,1.0
2512,2020-04-30:18,0.1
2513,2020-04-30:19,0.1
2514,2020-04-30:20,0.0
2515,2020-04-30:21,0.0
2516,2020-04-30:22,0.0
2517,2020-04-30:23,0.0
2518,2020-05-01:00,0.0
2519,2020-05-01:01,0.0
2520,2020-05-01:02,0.0
2521,2020-05-01:03,0.0
2522,2020-05-01:04,0.5
2523,2020-05-01:05,5.0
2524,2020-05-01:06,0.0
2525,2020-05-01:07,0.0
2526,2020-05-01:08,0.0
2527,2020-05-01:09,0.0
2528,2020-05-01:10,0.0
2529,2020-05-01:11,0.0
2530,2020-05-01:12,0.0
2531,2020-05-01:13,0.0
2532,2020-05-01:14,0.0
2533,2020-05-01:15,0.0
2534,2020-05-01:16,0.0
2535,2020-05-01:17,0.0
2536,2020-05-01:18,0.0
2537,2020-05-01:19,0.0
2538,2020-05-01:20,0.0
2539,2020-05-01:21,0.0
2540,2020-05-01:22,0.0
2541,2020-05-01:23,0.0
2542,2020-05-02:00,0.0
2543,2020-05-02:01,0.0
2544,2020-05-02:02,0.0
2545,2020-05-02:03,0.0
2546,2020-05-02:04,0.1
2547,2020-05-02:05,0.0
2548,2020-05-02:06,0.0
2549,2020-05-02:07,0.2
2550,2020-05-02:08,0.0
2551,2020-05-02:09,0.0
2552,2020-05-02:10,0.0
2553,2020-05-02:11,0.0
2554,2020-05-02:12,0.1
2555,2020-05-02:13,0.0
2556,2020-05-02:14,0.0
2557,2020-05-02:15,0.0
2558,2020-05-02:16,0.0
2559,2020-05-02:17,0.0
2560,2020-05-02:18,0.0
2561,2020-05-02:19,0.0
2562,2020-05-02:20,0.0
2563,2020-05-02:21,0.0
2564,2020-05-02:22,0.0
2565,2020-05-02:23,0.0
2566,2020-05-03:00,0.0
2567,2020-05-03:01,0.0
2568,2020-05-03:02,0.0
2569,2020-05-03:03,0.0
2570,2020-05-03:04,0.0
2571,2020-05-03:06,0.0
2572,2020-05-03:07,0.0
2573,2020-05-03:08,0.0
2574,2020-05-03:09,0.0
2575,2020-05-03:10,0.0
2576,2020-05-03:11,0.0
2577,2020-05-03:12,0.0
2578,2020-05-03:13,0.0
2579,2020-05-03:14,0.0
2580,2020-05-03:15,0.0
2581,2020-05-03:16,0.0
2582,2020-05-03:17,0.0
2583,2020-05-03:18,0.0
2584,2020-05-03:19,0.0
2585,2020-05-03:20,0.0
2586,2020-05-03:21,0.0
2587,2020-05-03:22,0.0
2588,2020-05-03:23,0.0
2589,2020-05-04:00,0.0
2590,2020-05-04:01,0.0
2591,2020-05-04:02,0.0
2592,2020-05-04:03,0.0
2593,2020-05-04:04,0.0
2594,2020-05-04:05,0.0
2595,2020-05-04:06,0.0
2596,2020-05-04:07,0.0
2597,2020-05-04:08,0.0
2598,2020-05-04:09,0.0
2599,2020-05-04:10,0.0
2600,2020-05-04:11,0.0
2601,2020-05-04:12,0.0
2602,2020-05-04:13,0.0
2603,2020-05-04:14,0.0
2604,2020-05-04:15,0.0
2605,2020-05-04:16,0.0
2606,2020-05-04:17,0.0
2607,2020-05-04:18,0.4
2608,2020-05-04:19,0.9
2609,2020-05-04:20,0.0
2610,2020-05-04:21,0.0
2611,2020-05-04:22,0.0
2612,2020-05-04:23,0.0
2613,2020-05-05:00,0.0
2614,2020-05-05:01,0.0
2615,2020-05-05:02,0.0
2616,2020-05-05:03,0.0
2617,2020-05-05:04,0.0
2618,2020-05-05:05,0.0
2619,2020-05-05:06,0.0
2620,2020-05-05:07,0.0
2621,2020-05-05:08,0.0
2622,2020-05-05:09,0.0
2623,2020-05-05:10,0.0
2624,2020-05-05:11,0.0
2625,2020-05-05:12,0.0
2626,2020-05-05:13,0.0
2627,2020-05-05:14,0.0
2628,2020-05-05:15,0.0
2629,2020-05-05:16,0.0
2630,2020-05-05:17,0.0
2631,2020-05-05:18,0.0
2632,2020-05-05:19,0.0
2633,2020-05-05:20,0.0
2634,2020-05-05:21,0.0
2635,2020-05-05:22,0.0
2636,2020-05-05:23,0.0
2637,2020-05-06:00,0.0
2638,2020-05-06:01,0.0
2639,2020-05-06:02,0.0
2640,2020-05-06:03,0.0
2641,2020-05-06:04,0.0
2642,2020-05-06:05,0.0
2643,2020-05-06:06,0.0
2644,2020-05-06:07,0.0
2645,2020-05-06:08,0.0
2646,2020-05-06:09,0.0
2647,2020-05-06:10,0.0
2648,2020-05-06:11,0.0
2649,2020-05-06:12,0.0
2650,2020-05-06:13,0.0
2651,2020-05-06:14,0.0
2652,2020-05-06:15,0.0
2653,2020-05-06:16,0.0
2654,2020-05-06:17,0.0
2655,2020-05-06:18,0.0
2656,2020-05-06:19,0.0
2657,2020-05-06:20,0.0
2658,2020-05-06:21,0.0
2659,2020-05-06:22,0.0
2660,2020-05-06:23,0.0
2661,2020-05-07:00,0.0
2662,2020-05-07:01,0.0
2663,2020-05-07:02,0.0
2664,2020-05-07:03,0.0
2665,2020-05-07:04,0.0
2666,2020-05-07:05,0.0
2667,2020-05-07:06,0.0
2668,2020-05-07:07,0.0
2669,2020-05-07:08,0.0
2670,2020-05-07:09,0.0
2671,2020-05-07:10,0.0
2672,2020-05-07:11,0.0
2673,2020-05-07:12,0.0
2674,2020-05-07:13,0.0
2675,2020-05-07:14,0.0
2676,2020-05-07:15,0.0
2677,2020-05-07:16,0.0
2678,2020-05-07:17,0.0
2679,2020-05-07:18,0.0
